Year,School Code,School Name,School Type,School Street,School City,School State,School Zip,School County,School District Name,District Code,Grades,Reported?,K-12 Enrolled,K-12 Exempt,K-12 % Exempt,K-12 Medical Exemption,K-12 % Medical Exemption,K-12 Personal Exemption,K-12 % Personal Exemption,K-12 Religious Exemption,K-12 % Religious Exemption,K-12 Exempt for DT/Td,K-12 Exempt for Pertussis,K-12 exempt for Polio,K-12 exempt for Measles,K-12 Exempt for Mumps,K-12 Exempt for Rubella,K-12 Exempt for Hep B,K-12 Exempt for Varicella
2011,2287,North Bend Elementary School,Public School,400 E THIRD ST,NORTH BEND,WA,98045,KING,Snoqualmie Valley School District,17410,K-5,Yes,533,56,10.5%,0,0.0%,54,10.1%,2,0.4%,39,39,38,41,41,41,40,33
2011,8287,North Bend Montessori Inc,Private School,248 Ballarat Ave N,North Bend,WA,98045,KING,Snoqualmie Valley School District,17410,K-1,No,,,,,,,,,,,,,,,,,
2011,2106,North Central High School,Public School,1600 N Howard St,Spokane,WA,99205,SPOKANE,Spokane School District,32081,9-12,Yes,1244,47,3.8%,1,0.1%,45,3.6%,1,0.1%,26,26,28,23,23,22,35,1
2011,8918,North Country Christian School,Private School,737 Mary Ann Creek Rd,Oroville,WA,98844,OKANOGAN,Oroville School District,24410,K-12,No,,,,,,,,,,,,,,,,,
2011,3779,North Elementary,Public School,1200 WEST CRAIG STREET,MOSES LAKE,WA,98837,GRANT,Moses Lake School District,13161,K-5,Yes,328,21,6.4%,2,0.6%,15,4.6%,4,1.2%,14,14,13,13,13,13,12,15
2011,2983,North Hill Elementary,Public School,440 S 186th Street,Burien,WA,98148,KING,Highline School District,17401,K-6,Yes,553,20,3.6%,1,0.2%,18,3.3%,1,0.2%,11,11,10,10,10,10,14,15
2011,3236,North Kitsap High School,Public School,1780 NE HOSTMARK,POULSBO,WA,98370,KITSAP,North Kitsap School District,18400,9-12,Yes,1326,92,6.9%,7,0.5%,82,6.2%,3,0.2%,47,64,34,40,41,41,51,0
2011,4139,North Lake Middle School,Public School,2202 123RD AVE NE,LAKE STEVENS,WA,98258,SNOHOMISH,Lake Stevens School District,31004,6-7,Yes,650,42,6.5%,3,0.5%,39,6.0%,0,0.0%,30,31,21,23,23,23,25,0
2011,1861,North Mason Homelink Program,Public School,71 East Campus Dr.,Belfair,WA,98528,MASON,North Mason School District,23403,K-12,Yes,39,7,17.9%,0,0.0%,7,17.9%,0,0.0%,5,5,2,2,2,2,2,1
2011,3175,North Mason Senior High School,Public School,200 E. Campus Dr.,Belfair,WA,98528,MASON,North Mason School District,23403,9-12,Yes,741,41,5.5%,2,0.3%,35,4.7%,4,0.5%,19,29,18,21,21,21,23,0
2011,2364,North Middle School,Public School,2514 Rainier Ave.,Everett,WA,98201,SNOHOMISH,Everett School District,31002,6-8,Yes,682,44,6.5%,4,0.6%,38,5.6%,2,0.3%,38,38,17,17,17,17,19,13
2011,4175,North Olympic Peninsula Skills Center,Public School,905 W 9TH ST,PORT ANGELES,WA,98363,CLALLAM,Port Angeles School District,5121,9-12,No,,,,,,,,,,,,,,,,,
2011,2776,North Pines Middle School,Public School,701 N. Pines Rd.,Spokane,WA,99206,SPOKANE,Central Valley School District,32356,6-8,Yes,492,30,6.1%,1,0.2%,29,5.9%,0,0.0%,46,46,17,15,15,15,16,0
2011,2292,North River School,Public School,2867 North River Rd,Cosmopolis,WA,98537,GRAYS HARBOR,North River School District,25200,K-12,Yes,52,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,4538,North Star Elementary,Public School,7719 224th St E,Graham,WA,98338,PIERCE,Bethel School District,27403,K-6,Yes,674,29,4.3%,3,0.4%,25,3.7%,1,0.1%,14,14,12,13,13,13,13,12
2011,4416,North Tapps Middle School,Public School,20029 12th Street E.,Lake Tapps,WA,98391,PIERCE,Dieringer School District,27343,6-8,Yes,463,32,6.9%,1,0.2%,30,6.5%,1,0.2%,23,25,18,20,20,20,21,0
2011,3010,North Thurston High School,Public School,600 Sleater Kinney Rd NE,Lacey,WA,98506,THURSTON,North Thurston Public Schools,34003,9-12,Yes,1456,56,3.8%,0,0.0%,53,3.6%,3,0.2%,30,42,25,36,36,36,29,0
2011,8725,North Wall Elementary,Private School,9408 N Wall St,Spokane,WA,99218,SPOKANE,Spokane School District,32081,K-5,No,,,,,,,,,,,,,,,,,
2011,1478,North Whidbey Christian High,Private School,675 E Whidbey Ave,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,9-12,No,,,,,,,,,,,,,,,,,
2011,3939,North Whidbey Middle School,Public School,67 NE Izett St.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,6-8,Yes,566,33,5.8%,2,0.4%,29,5.1%,2,0.4%,23,26,10,13,13,13,13,0
2011,2247,Northeast Tacoma,Public School,5412 29th St Ne,Tacoma,WA,98422,PIERCE,Tacoma School District,27010,K-5,Yes,417,22,5.3%,7,1.7%,15,3.6%,0,0.0%,11,11,10,11,11,11,13,5
2011,4571,Northern Heights Elementary Schl,Public School,4000 Magrath Rd,Bellingham,WA,98226,WHATCOM,Bellingham School District,37501,K-5,Yes,426,42,9.9%,6,1.4%,33,7.7%,3,0.7%,21,21,24,24,24,24,35,24
2011,3027,Northgate Elementary School,Public School,11725 1 AV NE,SEATTLE,WA,98125,KING,Seattle Public Schools,17001,K-5,Yes,235,9,3.8%,1,0.4%,8,3.4%,0,0.0%,6,6,5,1,1,1,5,5
2011,2914,Northlake Elementary School,Public School,2210 Olympia Way,Longview,WA,98632,COWLITZ,Longview School District,8122,K-5,Yes,325,7,2.2%,2,0.6%,5,1.5%,0,0.0%,6,6,6,6,6,6,4,7
2011,2062,Northport Elementary School,Public School,PO Box 1280,Northport,WA,99157,STEVENS,Northport School District,33211,K-8,Yes,94,28,29.8%,1,1.1%,26,27.7%,2,2.1%,47,47,37,40,40,40,34,15
2011,2958,Northport High School,Public School,PO Box 1280,Northport,WA,99157,STEVENS,Northport School District,33211,9-12,Yes,58,19,32.8%,0,0.0%,17,29.3%,1,1.7%,32,32,24,27,27,27,23,10
2011,8111,Northshore Christian Academy,Private School,5700 23rd Dr W,Everett,WA,98203,SNOHOMISH,Mukilteo School District,31006,K-8,Yes,821,55,6.7%,4,0.5%,48,5.8%,3,0.4%,38,38,41,39,39,39,38,39
2011,4021,Northshore Jr High,Public School,12101 NE 160 ST,Bothell,WA,98011,KING,Northshore School District,17417,7-9,Yes,678,43,6.3%,11,1.6%,31,4.6%,1,0.1%,24,24,24,24,24,24,28,12
2011,1814,Northshore Networks,Public School,3330 Monte Villa Parkway,Bothell,WA,98021,KING,Northshore School District,17417,K-12,Yes,190,22,11.6%,1,0.5%,20,10.5%,1,0.5%,17,17,16,17,17,17,16,12
2011,1815,Northshore Special Services,Public School,3330 Monte Villa Parkway,Bothell,WA,98021,KING,Northshore School District,17417,K-12,No,,,,,,,,,,,,,,,,,
2011,4167,Northstar,Public School,11822 NE 75th ST,Kirkland,WA,98033,KING,Lake Washington School District,17414,7-9,Yes,90,13,14.4%,2,2.2%,11,12.2%,0,0.0%,8,8,6,7,7,7,6,0
2011,5960,Northwest Career & Technical Academy,Public School,PO Box 2103 ,La Conner,WA,98257,SKAGIT,Mount Vernon School District,29320,9-12,No,,,,,,,,,,,,,,,,,
2011,8174,Northwest Christian High School,Private School,4710 Park Center Ave NE,Lacey,WA,98516,THURSTON,North Thurston Public Schools,34003,9-12,No,,,,,,,,,,,,,,,,,
2011,8129,Northwest Christian School,Private School,904 Shaw Rd,Puyallup,WA,98372,PIERCE,Puyallup School District,27003,K-8,No,,,,,,,,,,,,,,,,,
2011,8270,Northwest Christian School,Private School,5104 E Bernhill Rd,Colbert,WA,99005,SPOKANE,Mead School District,32354,7-12,No,,,,,,,,,,,,,,,,,
2011,8182,Northwest Christian School,Private School,1412 W Central Ave,Spokane,WA,99205,SPOKANE,Spokane School District,32081,K-6,No,,,,,,,,,,,,,,,,,
2011,800I,Northwest Free School,Private School,1427 Queen Ave NE,Renton,WA,98056,KING,Renton School District,17403,K-8,No,,,,,,,,,,,,,,,,,
2011,1484,Northwest Liberty School ,Private School,13120 NE 177th Pl  A-104,Woodinville,WA,98072,KING,Northshore School District,17417,7-12,No,,,,,,,,,,,,,,,,,
2011,8894,Northwest Montessori,Private School,4910 Phinney Ave N,Seattle,WA,98103,KING,Seattle Public Schools,17001,K-6,No,,,,,,,,,,,,,,,,,
2011,8573,Northwest School,Private School,1415 Summit Ave,Seattle,WA,98122,KING,Seattle Public Schools,17001,6-12,Yes,471,31,6.6%,0,0.0%,30,6.4%,1,0.2%,1,8,16,19,19,19,21,6
2011,8684,Northwest School For Hearing Impaired,Private School,15303 Westminster Way N,Shoreline,WA,98133,KING,Shoreline School District,17412,K-8,No,,,,,,,,,,,,,,,,,
2011,8569,Northwest Yeshiva High School,Private School,5017 90th Ave SE,Mercer Island,WA,98040,KING,Mercer Island School District,17400,9-12,No,,,,,,,,,,,,,,,,,
2011,3927,Northwood Elementary,Public School,9805 24th St E,Edgewood,WA,98371,PIERCE,Puyallup School District,27003,K-6,Yes,381,26,6.8%,0,0.0%,26,6.8%,0,0.0%,16,16,16,17,17,17,10,23
2011,3851,Northwood Middle School,Public School,13120 N PITTSBURG,SPOKANE,WA,99208,SPOKANE,Mead School District,32354,7-8,Yes,773,33,4.3%,3,0.4%,29,3.8%,1,0.1%,25,25,15,18,18,18,14,3
2011,4485,Northwood Middle School,Public School,17007 SE 184th ST,Renton,WA,98058,KING,Kent School District,17415,7-8,No,,,,,,,,,,,,,,,,,
2011,3868,Nova High School,Public School,300 20 AVE E,SEATTLE,WA,98122,KING,Seattle Public Schools,17001,9-12,Yes,334,57,17.1%,0,0.0%,55,16.5%,2,0.6%,45,45,40,8,8,8,44,2
2011,8948,Nova School,Private School,2020 22nd Ave SE,Olympia,WA,98501,THURSTON,Olympia School District,34111,6-8,No,,,,,,,,,,,,,,,,,
2011,5189,NV Connections,Public School,404 W Columbia,Everson,WA,98247,WHATCOM,Nooksack Valley School District,37506,K-12,No,,,,,,,,,,,,,,,,,
2011,1663,NW Learning Center,Public School,2509 California,Everett,WA,98201,SNOHOMISH,Everett School District,31002,9-12,No,,,,,,,,,,,,,,,,,
2011,3910,Oak Grove,Institution,8805 Steilacoom Blvd SW,Steilacoom,WA,98498,PIERCE,Clover Park School District,27400,K-5,Yes,9,1,11.1%,0,0.0%,1,11.1%,0,0.0%,1,1,1,1,1,1,1,1
2011,8026,Oak Harbor Christian School,Private School,675 E Whidbey Ave,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,K-8,Yes,145,10,6.9%,0,0.0%,9,6.2%,1,0.7%,5,5,5,5,5,5,6,10
2011,2696,Oak Harbor Elementary,Public School,151 SE Midway Blvd.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,K-5,Yes,516,33,6.4%,2,0.4%,31,6.0%,0,0.0%,11,11,9,12,12,12,14,18
2011,2974,Oak Harbor High School,Public School,950 NW 2nd Ave.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,9-12,Yes,1680,102,6.1%,5,0.3%,95,5.7%,2,0.1%,44,64,34,59,59,59,60,0
2011,3274,Oak Harbor Middle School,Public School,150 SW Sixth Ave.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,6-8,Yes,608,63,10.4%,2,0.3%,61,10.0%,0,0.0%,35,36,20,22,22,22,32,0
2011,3608,Oak Heights Elementary,Public School,15500 18TH AVE W,LYNNWOOD,WA,98037,SNOHOMISH,Edmonds School District,31015,K-6,Yes,547,21,3.8%,1,0.2%,17,3.1%,3,0.5%,13,13,13,16,16,16,13,10
2011,3763,Oakbrook Elementary School,Public School,7802 83rd AVE SW,Lakewood,WA,98498,PIERCE,Clover Park School District,27400,K-5,Yes,281,9,3.2%,2,0.7%,5,1.8%,2,0.7%,4,4,5,4,4,4,5,6
2011,3205,Oakesdale Elementary School,Public School,P.O. Box 228,Oakesdale,WA,99158,WHITMAN,Oakesdale School District,38324,K-6,Yes,104,10,9.6%,0,0.0%,10,9.6%,0,0.0%,1,1,0,0,0,0,7,3
2011,2432,Oakesdale High School,Public School,P.O. Box 228,Oakesdale,WA,99158,WHITMAN,Oakesdale School District,38324,7-12,No,,,,,,,,,,,,,,,,,
2011,4363,Oakland Bay Junior High School,Public School,3301 Shelton Springs Rd.,Shelton,WA,98584,MASON,Shelton School District,23309,8-9,Yes,698,32,4.6%,1,0.1%,31,4.4%,0,0.0%,25,27,14,15,15,15,13,0
2011,4109,Oakland High School,Public School,3319 S Adams St,Tacoma,WA,98409,PIERCE,Tacoma School District,27010,8-12,Yes,277,11,4.0%,1,0.4%,10,3.6%,0,0.0%,5,5,5,7,7,7,9,5
2011,1413,Oakridge Ranch - Montessori Farm School,Private School,11002 Orchard Ave,Yakima,WA,98908,YAKIMA,West Valley School District (Yakima),39208,1-8,No,,,,,,,,,,,,,,,,,
2011,2291,Oakview Elementary School,Public School,201 Oakview Avenue,Centralia,WA,98531,LEWIS,Centralia School District,21401,4-6,Yes,431,15,3.5%,1,0.2%,14,3.2%,0,0.0%,12,12,10,10,10,10,11,4
2011,2922,Oakville Elementary,Public School,PO BOX H,OAKVILLE,WA,98568,GRAYS HARBOR,Oakville School District,14400,K-6,Yes,154,6,3.9%,1,0.6%,5,3.2%,0,0.0%,3,4,3,3,3,3,1,4
2011,2283,Oakville High School,Public School,PO BOX H,OAKVILLE,WA,98568,GRAYS HARBOR,Oakville School District,14400,7-12,No,,,,,,,,,,,,,,,,,
2011,3501,Oakwood Elementary School,Public School,3230 85th ST SO,Lakewood,WA,98499,PIERCE,Clover Park School District,27400,K-5,Yes,287,6,2.1%,0,0.0%,0,0.0%,6,2.1%,6,6,6,6,6,6,6,6
2011,1892,Oasis Alternative School,Public School,557 SCHOOL RD,EASTSOUND,WA,98245,SAN JUAN,Orcas Island School District,28137,K-12,No,,,,,,,,,,,,,,,,,
2011,5179,Ocean Beach Early Childhood Center,Public School,PO Box 758,Long Beach,WA,98631,PACIFIC,Ocean Beach School District,25101,K-PK,No,,,,,,,,,,,,,,,,,
2011,4039,Ocean Park Elementary,Public School,PO Box 1220,Ocean Park,WA,98640,PACIFIC,Ocean Beach School District,25101,K-6,Yes,226,16,7.1%,0,0.0%,15,6.6%,1,0.4%,10,11,10,8,8,9,6,11
2011,3787,Ocean Shores Elementary,Public School,300 Mt. Olympus Way,Ocean Shores,WA,98569,GRAYS HARBOR,North Beach School District,14064,K-6,Yes,223,14,6.3%,0,0.0%,13,5.8%,1,0.4%,3,3,4,4,4,4,2,4
2011,3025,Ocosta Elementary School,Public School,2580 Montesano Street South,Westport,WA,98595,GRAYS HARBOR,Ocosta School District,14172,K-6,Yes,373,12,3.2%,0,0.0%,11,2.9%,1,0.3%,3,3,4,4,4,4,7,5
2011,3024,Ocosta Junior - Senior High,Public School,2580 Montesano Street South,Westport,WA,98595,GRAYS HARBOR,Ocosta School District,14172,7-12,Yes,293,10,3.4%,1,0.3%,9,3.1%,0,0.0%,5,7,6,7,7,7,7,0
2011,8050,O'Dea High School,Private School,802 Terry Ave,Seattle,WA,98104,KING,Seattle Public Schools,17001,9-12,No,,,,,,,,,,,,,,,,,
2011,2443,Odessa High School,Public School,P.O. BOX 248,ODESSA,WA,99159,LINCOLN,Odessa School District,22105,7-12,Yes,103,3,2.9%,0,0.0%,3,2.9%,0,0.0%,2,2,2,1,1,1,1,0
2011,3631,Odle Middle School,Public School,14401 NE 8th Street,Bellevue,WA,98007,KING,Bellevue School District,17405,6-8,Yes,746,86,11.5%,61,8.2%,21,2.8%,4,0.5%,15,15,26,0,0,0,23,0
2011,5065,Odyssey - The Essential School,Public School,4424 South 188th Street,SeaTac,WA,98188,KING,Highline School District,17401,9-12,No,,,,,,,,,,,,,,,,,
2011,4583,Odyssey Elementary,Public School,13025 17th Ave W,Everett,WA,98204,SNOHOMISH,Mukilteo School District,31006,K-5,Yes,673,27,4.0%,3,0.4%,22,3.3%,2,0.3%,16,16,16,10,10,10,13,7
2011,1699,Odyssey Multiage Program,Public School,9530 NE High School Rd,Bainbridge Island,WA,98110,KITSAP,Bainbridge Island School District,18303,1-8,Yes,119,23,19.3%,2,1.7%,20,16.8%,1,0.8%,9,8,12,10,9,10,16,5
2011,1740,Off Campus,Public School,PO BOX 8,SILVERDALE,WA,98383,KITSAP,Central Kitsap School District,18401,K-12,Yes,223,26,11.7%,0,0.0%,25,11.2%,1,0.4%,21,21,21,21,21,21,24,12
2011,5003,Off-Campus Special Education,Public School,19307 E Cataldo,Spokane Valley,WA,99016,SPOKANE,Central Valley School District,32356,K-13,No,,,,,,,,,,,,,,,,,
2011,1980,Okanogan Alternative High School,Public School,PO Box 592,Omak,WA,98841,OKANOGAN,Okanogan School District,24105,9-12,No,,,,,,,,,,,,,,,,,
2011,2246,Okanogan High School,Public School,PO Box 592,Okanogan,WA,98840,OKANOGAN,Okanogan School District,24105,9-12,No,,,,,,,,,,,,,,,,,
2011,2245,Okanogan Middle School,Public School,PO Box 592,Okanogan,WA,98840,OKANOGAN,Okanogan School District,24105,6-8,Yes,264,22,8.3%,0,0.0%,21,8.0%,1,0.4%,13,15,7,8,8,8,11,0
2011,5151,Okanogan Outreach Alternative School,Public School,PO Box 592,Okanogan,WA,98840,OKANOGAN,Okanogan School District,24105,1-12,No,,,,,,,,,,,,,,,,,
2011,2995,Olalla Elementary School,Public School,6100 SE DENNY BOND BLVD,PORT ORCHARD,WA,98359,KITSAP,South Kitsap School District,18402,K-6,Yes,311,26,8.4%,0,0.0%,25,8.0%,1,0.3%,13,14,15,17,17,17,17,10
2011,3121,Olivia Park Elementary,Public School,200 108th St SW,Everett,WA,98204,SNOHOMISH,Mukilteo School District,31006,K-5,Yes,613,12,2.0%,2,0.3%,10,1.6%,0,0.0%,7,7,5,5,5,5,5,11
2011,8209,Olympia Christian School,Private School,1215 Ethel St NW,Olympia,WA,98502,THURSTON,Olympia School District,34111,K-8,Yes,45,1,2.2%,0,0.0%,1,2.2%,0,0.0%,0,0,1,1,1,1,1,1
2011,8317,Olympia Community School,Private School,1601 North St SE,Olympia,WA,98501,THURSTON,Olympia School District,34111,K-5,No,,,,,,,,,,,,,,,,,
2011,3132,Olympia High School,Public School,1302 NORTH ST SE,OLYMPIA,WA,98501,THURSTON,Olympia School District,34111,9-12,No,,,,,,,,,,,,,,,,,
2011,5078,Olympia Regional Learning Academy,Public School,2001 26th Avenue NE,Olympia,WA,98506,THURSTON,Olympia School District,34111,K-12,Yes,86,41,47.7%,1,1.2%,40,46.5%,0,0.0%,23,24,22,28,29,29,29,27
2011,8855,Olympia Waldorf School,Private School,8126 Normandy St SE,Olympia,WA,98501,THURSTON,Tumwater School District,34033,K-8,No,,,,,,,,,,,,,,,,,
2011,8302,Olympic Christian School,Private School,43 O'Brien Rd,Port Angeles,WA,98362,CLALLAM,Port Angeles School District,5121,K-8,Yes,103,19,18.4%,0,0.0%,19,18.4%,0,0.0%,10,10,10,10,10,10,11,12
2011,3346,Olympic Elementary,Public School,2057 SW Salsbury,Chehalis,WA,98532,LEWIS,Chehalis School District,21302,4-5,Yes,431,14,3.2%,0,0.0%,11,2.6%,3,0.7%,9,10,9,10,10,10,9,0
2011,2726,Olympic Elementary School,Public School,1324 30th Avenue,Longview,WA,98632,COWLITZ,Longview School District,8122,K-5,Yes,322,4,1.2%,2,0.6%,2,0.6%,0,0.0%,3,3,2,3,3,3,3,3
2011,4100,Olympic High School,Public School,7070 Stampede Blvd NW,BREMERTON,WA,98311,KITSAP,Central Kitsap School District,18401,10-12,Yes,887,28,3.2%,2,0.2%,25,2.8%,1,0.1%,27,27,28,26,26,26,24,0
2011,2976,Olympic Hills Elementary School,Public School,13018 20 AV NE,SEATTLE,WA,98125,KING,Seattle Public Schools,17001,K-5,Yes,267,26,9.7%,2,0.7%,23,8.6%,1,0.4%,19,19,17,5,5,5,18,2
2011,3169,Olympic Middle School,Public School,1825 K ST SE,AUBURN,WA,98002,KING,Auburn School District,17408,6-8,Yes,682,20,2.9%,1,0.1%,18,2.6%,1,0.1%,6,9,5,10,10,10,9,0
2011,4586,Olympic Middle School,Public School,800 E K St,Shelton,WA,98584,MASON,Shelton School District,23309,6-7,Yes,529,17,3.2%,2,0.4%,15,2.8%,0,0.0%,11,16,8,7,7,7,4,0
2011,3566,Olympic View Elem,Public School,380 NE Regatta Dr.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,K-5,Yes,429,25,5.8%,2,0.5%,22,5.1%,1,0.2%,11,11,9,10,10,10,13,14
2011,3709,Olympic View Elementary,Public School,1330 Horne Ave NE,Lacey,WA,98516,THURSTON,North Thurston Public Schools,34003,K-6,Yes,608,24,3.9%,1,0.2%,23,3.8%,0,0.0%,14,16,13,15,15,15,13,11
2011,2256,Olympic View Elementary School,Public School,504 NE 95 ST,SEATTLE,WA,98115,KING,Seattle Public Schools,17001,K-5,Yes,467,28,6.0%,2,0.4%,25,5.4%,1,0.2%,11,11,14,7,7,7,17,11
2011,3432,Olympic View Elementary School,Public School,2626 SW 327TH ST,FEDERAL WAY,WA,98023,KING,Federal Way School District,17210,K-5,Yes,380,16,4.2%,2,0.5%,14,3.7%,0,0.0%,9,9,8,8,8,8,7,10
2011,3120,Olympic View Middle School,Public School,2602 Mukilteo Speedway,Mukilteo,WA,98203,SNOHOMISH,Mukilteo School District,31006,6-8,Yes,804,35,4.4%,6,0.7%,28,3.5%,1,0.1%,20,20,12,22,22,22,12,16
2011,8985,Omak Adventist Christian School,Private School,425 W 2nd Ave ,Omak,WA,98841,OKANOGAN,Omak School District,24019,1-8,No,,,,,,,,,,,,,,,,,
2011,4279,Omak Alternative High School,Public School,P O BOX 833,OMAK,WA,98841,OKANOGAN,Omak School District,24019,9-12,Yes,34,2,5.9%,0,0.0%,2,5.9%,0,0.0%,1,2,2,2,2,2,2,0
2011,2031,Omak High School,Public School,P O BOX 833,OMAK,WA,98841,OKANOGAN,Omak School District,24019,9-12,Yes,422,38,9.0%,0,0.0%,36,8.5%,2,0.5%,18,26,17,21,21,21,22,0
2011,4237,Omak Middle School,Public School,P O BOX 833,OMAK,WA,98841,OKANOGAN,Omak School District,24019,6-8,Yes,353,24,6.8%,0,0.0%,22,6.2%,2,0.6%,12,14,14,14,14,13,8,0
2011,3239,Onalaska Elementary School,Public School,540 Carlisle Ave.,Onalaska,WA,98570,LEWIS,Onalaska School District,21300,K-5,Yes,339,8,2.4%,0,0.0%,8,2.4%,0,0.0%,5,5,5,6,6,6,5,5
2011,2331,Onalaska High School,Public School,540 Carlisle Ave.,Onalaska,WA,98570,LEWIS,Onalaska School District,21300,9-12,Yes,253,11,4.3%,0,0.0%,10,4.0%,1,0.4%,6,11,10,11,11,11,8,0
2011,4335,Onalaska Middle School ,Public School,540 Carlisle Avenue,Onalaska,WA,98570,LEWIS,Onalaska School District,21300,6-8,No,,,,,,,,,,,,,,,,,
2011,2049,Onion Creek Elementary,Public School,2006 Lotze Creek Rd,Colville,WA,99114,STEVENS,Onion Creek School District,33030,K-8,No,,,,,,,,,,,,,,,,,
2011,8830,Open Window School,Private School,6128 168th Place SE,Bellevue,WA,98006,KING,Bellevue School District,17405,K-8,Yes,310,12,3.9%,0,0.0%,12,3.9%,0,0.0%,4,4,5,9,9,9,5,6
2011,2113,Opportunity Elementary,Public School,1109 S. Wilbur Rd.,Spokane,WA,99206,SPOKANE,Central Valley School District,32356,K-5,Yes,441,18,4.1%,1,0.2%,17,3.9%,0,0.0%,16,16,10,10,10,10,8,0
2011,1647,Options High School,Public School,2015 Franklin St,Bellingham,WA,98225,WHATCOM,Bellingham School District,37501,9-12,Yes,107,12,11.2%,0,0.0%,12,11.2%,0,0.0%,3,3,3,5,5,5,5,1
2011,1655,Options Program,Public School,20525 52ND AVE W,LYNNWOOD,WA,98036,SNOHOMISH,Edmonds School District,31015,7-12,No,,,,,,,,,,,,,,,,,
2011,4065,Orca K-8 School,Public School,5215 46 AVE S,SEATTLE,WA,98118,KING,Seattle Public Schools,17001,K-8,Yes,489,70,14.3%,5,1.0%,65,13.3%,0,0.0%,28,28,36,9,9,10,46,12
2011,8557,Orcas Christian School,Private School,107 Enchanted Forest Rd,Eastsound,WA,98245,SAN JUAN,Orcas Island School District,28137,K-12,No,,,,,,,,,,,,,,,,,
2011,2749,Orcas Island Elementary School,Public School,611 SCHOOL RD,EASTSOUND,WA,98245,SAN JUAN,Orcas Island School District,28137,K-6,Yes,199,27,13.6%,0,0.0%,27,13.6%,0,0.0%,18,17,20,19,19,19,22,14
2011,2750,Orcas Island High School,Public School,715 SCHOOL RD,EASTSOUND,WA,98245,SAN JUAN,Orcas Island School District,28137,9-12,Yes,140,19,13.6%,0,0.0%,18,12.9%,1,0.7%,6,10,12,14,14,14,17,0
2011,4558,Orcas Island Middle School,Public School,715 SCHOOL RD,EASTSOUND,WA,98245,SAN JUAN,Orcas Island School District,28137,7-8,Yes,84,19,22.6%,0,0.0%,18,21.4%,1,1.2%,15,15,15,14,14,14,16,0
2011,3129,Orchard Center Elementary,Public School,7519 E BUCKEYE,SPOKANE,WA,99212,SPOKANE,West Valley School District (Spokane),32363,K-5,Yes,312,19,6.1%,5,1.6%,11,3.5%,3,1.0%,14,14,14,15,15,15,6,16
2011,2650,Orchard Heights Elementary,Public School,2288 FIRCREST DR SE,PORT ORCHARD,WA,98366,KITSAP,South Kitsap School District,18402,K-6,Yes,543,46,8.5%,5,0.9%,40,7.4%,1,0.2%,26,28,22,24,24,24,26,19
2011,3370,Orchard Middle School,Public School,1024 ORCHARD AVE,WENATCHEE,WA,98801,CHELAN,Wenatchee School District,4246,6-8,Yes,465,3,0.6%,0,0.0%,3,0.6%,0,0.0%,2,2,3,2,2,2,2,0
2011,3723,Orchard Prairie Elementary,Public School,7626 N. Orchard Prairie Rd.,Spokane,WA,99217,SPOKANE,Orchard Prairie School District,32123,K-7,Yes,78,7,9.0%,0,0.0%,7,9.0%,0,0.0%,4,4,4,4,4,4,4,5
2011,2912,Orchards Elementary School,Public School,11405 NE 69th Street,Vancouver,WA,98662,CLARK,Evergreen School District (Clark),6114,K-5,Yes,617,46,7.5%,1,0.2%,37,6.0%,8,1.3%,43,42,38,41,41,41,38,39
2011,4062,Ordway Elementary,Public School,8555 Madison Ave NE,Bainbridge Island,WA,98110,KITSAP,Bainbridge Island School District,18303,K-4,Yes,408,45,11.0%,3,0.7%,42,10.3%,0,0.0%,16,15,15,16,16,16,29,23
2011,2136,Orient Elem,Public School,PO Box 1419,Orient,WA,99160,FERRY,Orient School District,10065,K-8,Yes,38,6,15.8%,0,0.0%,6,15.8%,0,0.0%,2,2,4,5,5,5,5,3
2011,2666,Orondo Elementary and Middle School,Public School,PO Box 71,ORONDO,WA,98843,DOUGLAS,Orondo School District,9013,K-7,Yes,186,1,0.5%,0,0.0%,1,0.5%,0,0.0%,0,0,0,0,0,0,1,0
2011,2422,Oroville Elementary,Public School,816 Juniper,Oroville,WA,98844,OKANOGAN,Oroville School District,24410,K-6,Yes,350,32,9.1%,3,0.9%,28,8.0%,1,0.3%,11,10,7,7,7,7,6,21
2011,2706,Oroville Middle-High School,Public School,816 Juniper,Oroville,WA,98844,OKANOGAN,Oroville School District,24410,7-12,Yes,305,29,9.5%,2,0.7%,27,8.9%,0,0.0%,8,19,17,22,22,22,24,0
2011,2942,Orting High School,Public School,320 Washington Avenue North,Orting,WA,98360,PIERCE,Orting School District,27344,9-12,Yes,777,65,8.4%,2,0.3%,63,8.1%,0,0.0%,16,30,14,29,29,30,44,0
