Year,School Code,School Name,School Type,School Street,School City,School State,School Zip,School County,School District Name,District Code,Grades,Reported?,K-12 Enrolled,K-12 Exempt,K-12 % Exempt,K-12 Medical Exemption,K-12 % Medical Exemption,K-12 Personal Exemption,K-12 % Personal Exemption,K-12 Religious Exemption,K-12 % Religious Exemption,K-12 Exempt for DT/Td,K-12 Exempt for Pertussis,K-12 exempt for Polio,K-12 exempt for Measles,K-12 Exempt for Mumps,K-12 Exempt for Rubella,K-12 Exempt for Hep B,K-12 Exempt for Varicella
2011,4430,Harbour Pointe Middle School,Public School,5000 Harbour Pointe Blvd,Mukilteo,WA,98275,SNOHOMISH,Mukilteo School District,31006,6-8,No,,,,,,,,,,,,,,,,,
2011,3365,Harmony Elementary,Public School,5060 SAND ROAD,BELLINGHAM,WA,98226,WHATCOM,Mount Baker School District,37507,K-6,Yes,319,25,7.8%,0,0.0%,25,7.8%,0,0.0%,13,13,14,16,16,16,13,12
2011,4380,Harmony Elementary School,Public School,17404A NE 18th Street,Vancouver,WA,98684,CLARK,Evergreen School District (Clark),6114,K-5,No,,,,,,,,,,,,,,,,,
2011,2643,Harney Elementary School,Public School,3212 E EVERGREEN BLVD,VANCOUVER,WA,98661,CLARK,Vancouver School District,6037,K-5,Yes,592,29,4.9%,2,0.3%,24,4.1%,3,0.5%,14,14,15,21,22,22,15,16
2011,8694,Harrah Community Christian School,Private School,50 Dane Ave,Harrah,WA,98933,YAKIMA,Mount Adams School District,39209,K-8,No,,,,,,,,,,,,,,,,,
2011,2506,Harrah Elementary School,Public School,P.O. Box 159,Harrah,WA,98933,YAKIMA,Mount Adams School District,39209,K-6,Yes,611,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,2743,Harrington Elementary School,Public School,PO Box 204,Harrington,WA,99134,LINCOLN,Harrington School District,22204,K-6,Yes,107,9,8.4%,1,0.9%,8,7.5%,0,0.0%,4,4,3,5,5,5,4,5
2011,3113,Harrington High School,Public School,PO Box 204,Harrington,WA,99134,LINCOLN,Harrington School District,22204,7-12,Yes,107,9,8.4%,1,0.9%,8,7.5%,0,0.0%,4,4,3,5,5,5,4,5
2011,3313,Harrison Middle School,Public School,1110 S 6th St,Sunnyside,WA,98944,YAKIMA,Sunnyside School District,39201,6-8,Yes,714,5,0.7%,0,0.0%,5,0.7%,0,0.0%,3,5,3,3,3,3,4,3
2011,5027,Harrison Prep School,Public School,8800 121St St SW,Lakewood,WA,98498,PIERCE,Clover Park School District,27400,6-12,Yes,509,5,1.0%,3,0.6%,2,0.4%,0,0.0%,1,1,1,3,3,3,2,1
2011,3735,Harry S Truman Elementary School,Public School,4505 NE 42ND AVE,VANCOUVER,WA,98661,CLARK,Vancouver School District,6037,K-5,Yes,560,42,7.5%,8,1.4%,28,5.0%,6,1.1%,34,35,35,32,32,32,28,23
2011,3000,Harvard Elementary,Public School,1709 85th Street E,Tacoma,WA,98445,PIERCE,Franklin Pierce School District,27402,K-5,Yes,401,6,1.5%,0,0.0%,6,1.5%,0,0.0%,2,2,2,4,4,4,2,5
2011,2509,Hathaway Elementary,Public School,630 24TH ST,WASHOUGAL,WA,98671,CLARK,Washougal School District,6112,K-5,Yes,392,28,7.1%,2,0.5%,23,5.9%,3,0.8%,15,20,21,22,22,22,14,12
2011,3411,Havermale High School,Public School,1300 W Knox Ave,Spokane,WA,99205,SPOKANE,Spokane School District,32081,9-12,Yes,308,7,2.3%,2,0.6%,4,1.3%,1,0.3%,3,3,4,5,5,5,4,0
2011,3174,Hawkins Middle School,Public School,300 E. Campus Dr.,Belfair,WA,98528,MASON,North Mason School District,23403,6-8,Yes,442,28,6.3%,2,0.5%,24,5.4%,2,0.5%,21,24,14,17,17,17,16,0
2011,3077,Hawthorne Elementary School,Public School,3520 WEST JOHN DAY AVENUE,KENNEWICK,WA,99336,BENTON,Kennewick School District,3017,K-5,Yes,586,19,3.2%,1,0.2%,17,2.9%,1,0.2%,10,10,21,38,38,38,13,26
2011,4248,Hawthorne Elementary School,Public School,4100 39 AV S,SEATTLE,WA,98118,KING,Seattle Public Schools,17001,K-5,Yes,295,14,4.7%,1,0.3%,13,4.4%,0,0.0%,11,11,11,2,2,2,12,4
2011,2883,Hawthorne Elementary School,Public School,1110 Poplar St.,Everett,WA,98201,SNOHOMISH,Everett School District,31002,K-5,Yes,507,20,3.9%,2,0.4%,16,3.2%,2,0.4%,14,14,12,14,14,14,7,17
2011,5104,Hayes Freedom High School,Public School,1919 NE Ione St,Camas,WA,98607,CLARK,Camas School District,6117,9-12,No,,,,,,,,,,,,,,,,,
2011,2690,Hazel Dell Elementary School,Public School,511 NE ANDERSON RD,VANCOUVER,WA,98665,CLARK,Vancouver School District,6037,K-5,Yes,456,39,8.6%,0,0.0%,37,8.1%,2,0.4%,25,25,27,30,30,30,22,22
2011,2699,Hazel Valley Elementary,Public School,402 SW 132nd St,Burien,WA,98146,KING,Highline School District,17401,K-6,No,,,,,,,,,,,,,,,,,
2011,3607,Hazelwood Elementary,Public School,3300 204TH ST SW,LYNNWOOD,WA,98036,SNOHOMISH,Edmonds School District,31015,K-6,Yes,431,26,6.0%,3,0.7%,23,5.3%,0,0.0%,16,17,18,16,15,16,18,10
2011,4347,Hazelwood Elementary School,Public School,11815 SE 304TH ST,AUBURN,WA,98092,KING,Auburn School District,17408,K-5,Yes,588,31,5.3%,5,0.9%,26,4.4%,0,0.0%,13,14,15,16,16,16,14,18
2011,3485,Hazelwood Elementary School,Public School,6928 116TH AVE SE,NEWCASTLE,WA,98056,KING,Renton School District,17403,K-5,Yes,449,15,3.3%,3,0.7%,11,2.4%,1,0.2%,12,13,13,13,13,13,12,9
2011,3630,Hazen Senior High School,Public School,1101 HOQUIAM AVE NE,RENTON,WA,98059,KING,Renton School District,17403,9-12,Yes,1461,36,2.5%,4,0.3%,30,2.1%,2,0.1%,12,19,16,24,24,24,20,0
2011,1998,Head Start,Public School,9700 8th Avenue SW,Seattle,WA,98106,KING,Highline School District,17401,K-PK,No,,,,,,,,,,,,,,,,,
2011,2012,Head Start,Public School,2445 3rd Ave S,Seattle,WA,98134,KING,Seattle Public Schools,17001,K-PK,No,,,,,,,,,,,,,,,,,
2011,5187,HEAD START/ECEAP PRESCHOOL,Public School,1150 W Chestnut St,Walla Walla,WA,99362,WALLA WALLA,Walla Walla Public Schools,36140,K-PK,No,,,,,,,,,,,,,,,,,
2011,5101,Health Sciences & Human Services,Public School,830 SW 116th St,Seattle,WA,98146,KING,Highline School District,17401,9-12,No,,,,,,,,,,,,,,,,,
2011,4163,Hearthwood Elementary School,Public School,801 NE Hearthwood Blvd,Vancouver,WA,98684,CLARK,Evergreen School District (Clark),6114,K-5,Yes,488,44,9.0%,3,0.6%,38,7.8%,3,0.6%,33,32,31,30,30,30,28,28
2011,4334,Heatherwood Middle School,Public School,1419 Trillium Blvd. SE,Mill Creek,WA,98012,SNOHOMISH,Everett School District,31002,6-8,Yes,848,42,5.0%,1,0.1%,40,4.7%,1,0.1%,35,35,19,17,17,17,17,11
2011,4557,Hedden Elementary School,Public School,11313 8th St E,Edgewood,WA,98372,PIERCE,Fife School District,27417,2-5,Yes,511,33,6.5%,0,0.0%,32,6.3%,1,0.2%,21,21,18,22,22,22,15,27
2011,4384,Heights Elementary,Public School,1917 4th Ave,Clarkston,WA,99403,ASOTIN,Clarkston School District,2250,K-6,Yes,381,55,14.4%,4,1.0%,51,13.4%,0,0.0%,26,28,27,26,26,26,25,33
2011,5066,Helen B. Stafford Elementary,Public School,1615 South 92nd St,Tacoma,WA,98444,PIERCE,Tacoma School District,27010,K-5,Yes,451,5,1.1%,1,0.2%,0,0.0%,4,0.9%,4,4,4,2,2,2,4,3
2011,2725,Helen Baller Elem,Public School,1954 NE Garfield Street,Camas,WA,98607,CLARK,Camas School District,6117,K-5,Yes,584,88,15.1%,4,0.7%,83,14.2%,1,0.2%,56,59,61,59,59,59,49,55
2011,2722,Helen Haller Elementary School,Public School,350 W. Fir Street,Sequim,WA,98382,CLALLAM,Sequim School District,5323,K-5,Yes,600,71,11.8%,7,1.2%,62,10.3%,2,0.3%,56,56,56,53,53,53,47,45
2011,1516,Henderson Bay Alt High School,Public School,8402 Skansie Ave,Gig Harbor,WA,98332,PIERCE,Peninsula School District,27401,9-12,Yes,154,9,5.8%,1,0.6%,7,4.5%,1,0.6%,8,8,7,8,8,8,7,0
2011,4438,Henry M. Jackson High School,Public School,1508 136th St. SE,Everett,WA,98012,SNOHOMISH,Everett School District,31002,9-12,Yes,1939,52,2.7%,5,0.3%,43,2.2%,4,0.2%,36,36,28,34,34,34,28,0
2011,8561,Heritage Christian Academy,Private School,19527 104th Ave NE,Bothell,WA,98011,KING,Northshore School District,17417,K-9,Yes,146,11,7.5%,0,0.0%,11,7.5%,0,0.0%,6,6,6,4,4,4,4,9
2011,8296,Heritage Christian School,Private School,5412 67th Ave W,University Place,WA,98467,PIERCE,University Place School District,27083,K-8,No,,,,,,,,,,,,,,,,,
2011,4523,Heritage High School,Public School,7825 NE 130th Avenue,Vancouver,WA,98682,CLARK,Evergreen School District (Clark),6114,9-12,No,,,,,,,,,,,,,,,,,
2011,1657,Heritage School,Public School,7204 27th Ave NE,Marysville,WA,98271,SNOHOMISH,Marysville School District,31025,9-12,Yes,97,7,7.2%,1,1.0%,6,6.2%,0,0.0%,4,3,2,2,2,2,5,0
2011,2961,Hiawatha Elementary School,Public School,506 N 7th Ave,Othello,WA,99344,ADAMS,Othello School District,1147,K-6,Yes,604,5,0.8%,0,0.0%,4,0.7%,1,0.2%,4,4,4,4,4,4,3,2
2011,4348,Hidden Creek Elementary School,Public School,5455 CONVERSE ROAD SE,PORT ORCHARD,WA,98367,KITSAP,South Kitsap School District,18402,K-6,Yes,554,30,5.4%,1,0.2%,26,4.7%,3,0.5%,20,21,17,21,21,21,19,14
2011,4544,Hidden River Middle School,Public School,9224 Paradise Lake Rd.,Snohomish,WA,98296,SNOHOMISH,Monroe School District,31103,6-8,No,,,,,,,,,,,,,,,,,
2011,3981,High School Re Entry,Public School,1316 Fifth Street,Snohomish,WA,98290,SNOHOMISH,Snohomish School District,31201,9-12,No,,,,,,,,,,,,,,,,,
2011,8931,Highland Christian Schools,Private School,135 S French,Arlington,WA,98223,SNOHOMISH,Arlington School District,31016,K-12,No,,,,,,,,,,,,,,,,,
2011,4534,Highland Elementary,Public School,3220  113TH AVENUE NE,LAKE STEVENS,WA,98258,SNOHOMISH,Lake Stevens School District,31004,K-5,Yes,615,55,8.9%,4,0.7%,47,7.6%,4,0.7%,38,38,41,41,41,41,37,34
2011,3266,Highland Elementary,Public School,1432 Highland St,Clarkston,WA,99403,ASOTIN,Clarkston School District,2250,K-6,Yes,358,20,5.6%,7,2.0%,13,3.6%,0,0.0%,5,7,2,4,4,4,10,5
2011,4559,Highland High School,Public School,PO Box 38,Cowiche,WA,98923,YAKIMA,Highland School District,39203,10-12,Yes,376,10,2.7%,7,1.9%,2,0.5%,1,0.3%,1,4,1,8,8,8,2,0
2011,2718,Highland Junior High School,Public School,PO Box 38,Cowiche,WA,98923,YAKIMA,Highland School District,39203,7-9,Yes,196,1,0.5%,1,0.5%,0,0.0%,0,0.0%,0,0,0,0,0,0,1,0
2011,3166,Highland Middle School,Public School,15027 NE Bel-Red Road,Bellevue,WA,98007,KING,Bellevue School District,17405,6-8,Yes,529,87,16.4%,69,13.0%,18,3.4%,0,0.0%,13,13,11,0,0,0,18,0
2011,2269,Highland Park Elementary School,Public School,1012 SW TRENTON ST,SEATTLE,WA,98106,KING,Seattle Public Schools,17001,K-5,Yes,437,24,5.5%,2,0.5%,22,5.0%,0,0.0%,15,14,13,3,3,3,14,5
2011,3231,Highland Terrace Elementary,Public School,100 N. 160th Street,Shoreline,WA,98133,KING,Shoreline School District,17412,K-6,Yes,399,39,9.8%,1,0.3%,37,9.3%,1,0.3%,16,16,13,20,20,20,19,17
2011,2640,Highlands Elementary School,Public School,2720 NE 7TH ST,RENTON,WA,98056,KING,Renton School District,17403,K-5,Yes,550,18,3.3%,7,1.3%,10,1.8%,1,0.2%,9,12,11,10,10,10,9,9
2011,3267,Highlands Middle School,Public School,425 SOUTH TWEEDT STREET,KENNEWICK,WA,99336,BENTON,Kennewick School District,3017,6-8,Yes,931,8,0.9%,0,0.0%,7,0.8%,1,0.1%,8,8,8,5,5,5,5,6
2011,2325,Highline High School,Public School,225 S 152nd St,Burien,WA,98148,KING,Highline School District,17401,9-12,No,,,,,,,,,,,,,,,,,
2011,2854,Hilder Pearson Elementary,Public School,15650 CENTRAL VALLEY RD NW,POULSBO,WA,98370,KITSAP,North Kitsap School District,18400,K-5,Yes,323,27,8.4%,2,0.6%,25,7.7%,0,0.0%,19,19,18,16,16,16,20,15
2011,8961,Hillcrest Academy,Private School,9306 8th St SE,Lake Stevens,WA,98258,SNOHOMISH,Lake Stevens School District,31004,K-12,No,,,,,,,,,,,,,,,,,
2011,4328,Hillcrest Elementary,Public School,1500 NW 2nd Ave.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,K-5,Yes,637,50,7.8%,5,0.8%,45,7.1%,0,0.0%,20,21,17,17,17,17,20,25
2011,2885,Hillcrest Elementary School,Public School,9315  4TH STREET SE,EVERETT,WA,98205,SNOHOMISH,Lake Stevens School District,31004,K-5,Yes,623,34,5.5%,3,0.5%,31,5.0%,0,0.0%,23,23,21,23,23,23,23,18
2011,2931,Hillcrest Special Services Center,Public School,1800 INDEX AVE NE,RENTON,WA,98056,KING,Renton School District,17403,K-K ,No,,,,,,,,,,,,,,,,,
2011,801G,Hillside Academy,Private School,15520 Main St NE,Duvall,WA,98019,KING,Riverview School District,17407,K-4,No,,,,,,,,,,,,,,,,,
2011,3298,Hillside Elementary School,Public School,,Fort Lewis,WA,98433,PIERCE,Clover Park School District,27400,K-5,Yes,452,1,0.2%,0,0.0%,1,0.2%,0,0.0%,0,0,0,0,0,0,0,0
2011,8241,Hillside Student Community School,Private School,5027 159th Pl SE,Bellevue,WA,98006,KING,Bellevue School District,17405,5-12,Yes,32,1,3.1%,0,0.0%,1,3.1%,0,0.0%,0,0,1,1,1,1,1,0
2011,3115,Hilltop Elementary,Public School,2110 110th Ave E,Edgewood,WA,98372,PIERCE,Puyallup School District,27003,K-6,No,,,,,,,,,,,,,,,,,
2011,3689,Hilltop Elementary,Public School,20425 DAMSON ROAD,LYNNWOOD,WA,98036,SNOHOMISH,Edmonds School District,31015,K-6,Yes,571,52,9.1%,9,1.6%,40,7.0%,3,0.5%,27,26,25,25,25,25,28,30
2011,3165,Hilltop Elementary,Public School,12250 24th Ave S,Seattle,WA,98168,KING,Highline School District,17401,K-6,Yes,590,3,0.5%,1,0.2%,1,0.2%,1,0.2%,1,1,1,0,0,0,1,3
2011,2783,Hilton Elementary School,Public School,211 Fourth Avenue,Zillah,WA,98953,YAKIMA,Zillah School District,39205,K-3,No,,,,,,,,,,,,,,,,,
2011,3617,Hockinson Heights Intermediate,Public School,19912 NE 164 ST,BRUSH PRAIRIE,WA,98606,CLARK,Hockinson School District,6098,3-5,No,,,,,,,,,,,,,,,,,
2011,4310,Hockinson Heights Primary,Public School,20000 NE 164 ST,BRUSH PRAIRIE,WA,98606,CLARK,Hockinson School District,6098,K-2,No,,,,,,,,,,,,,,,,,
2011,4568,Hockinson High School,Public School,16819 NE 159 ST,BRUSH PRAIRIE,WA,98606,CLARK,Hockinson School District,6098,9-12,No,,,,,,,,,,,,,,,,,
2011,3319,Hockinson Middle School,Public School,15916 NE 182ND AVE,BRUSH PRAIRIE,WA,98606,CLARK,Hockinson School District,6098,6-8,No,,,,,,,,,,,,,,,,,
2011,2957,Hofstetter Elementary,Public School,640 N Hofstetter St,Colville,WA,99114,STEVENS,Colville School District,33115,K-3,No,,,,,,,,,,,,,,,,,
2011,3861,Holden Village Community School,Public School,HCOO Stop 2,Chelan,WA,98816,CHELAN,Lake Chelan School District,4129,K-12,No,,,,,,,,,,,,,,,,,
2011,4124,Hollywood Hill Elementary,Public School,17110 148 AV NE,Woodinville,WA,98072,KING,Northshore School District,17417,K-6,Yes,277,55,19.9%,5,1.8%,48,17.3%,2,0.7%,30,30,29,33,33,33,38,19
2011,2056,Holmes Elementary,Public School,2600 W Sharp Ave,Spokane,WA,99201,SPOKANE,Spokane School District,32081,K-6,Yes,397,5,1.3%,1,0.3%,3,0.8%,1,0.3%,1,1,3,2,2,2,2,2
2011,8106,Holy Family Parish School,Private School,7300 - 120th Ave NE,Kirkland,WA,98033,KING,Lake Washington School District,17414,K-8,Yes,256,5,2.0%,0,0.0%,5,2.0%,0,0.0%,2,2,2,2,2,2,2,3
2011,8340,Holy Family School,Private School,2606 Carpenter Rd SE,Lacey,WA,98503,THURSTON,North Thurston Public Schools,34003,K-8,No,,,,,,,,,,,,,,,,,
2011,8098,Holy Family School,Private School,505 17th St SE,Auburn,WA,98002,KING,Auburn School District,17408,K-8,No,,,,,,,,,,,,,,,,,
2011,8041,Holy Family School,Private School,9615 20th Ave SW,Seattle,WA,98106,KING,Seattle Public Schools,17001,K-8,No,,,,,,,,,,,,,,,,,
2011,8000,Holy Family School,Private School,1002 Chestnut St,Clarkston,WA,99403,ASOTIN,Clarkston School District,2250,K-6,Yes,91,5,5.5%,0,0.0%,5,5.5%,0,0.0%,1,1,1,3,3,3,3,4
2011,8295,Holy Innocents School of NW,Private School,2530 S 298th St,Federal Way,WA,98003,KING,Federal Way School District,17210,K-12,No,,,,,,,,,,,,,,,,,
2011,8042,Holy Names Academy,Private School,728 21st Ave E,Seattle,WA,98112,KING,Seattle Public Schools,17001,9-12,Yes,684,3,0.4%,0,0.0%,3,0.4%,0,0.0%,2,2,3,3,3,3,3,3
2011,8043,Holy Rosary Elementary,Private School,4142 42nd Ave SW,Seattle,WA,98116,KING,Seattle Public Schools,17001,K-8,No,,,,,,,,,,,,,,,,,
2011,8137,Holy Rosary School,Private School,504 S 30th St,Tacoma,WA,98402,PIERCE,Tacoma School District,27010,K-12,No,,,,,,,,,,,,,,,,,
2011,8162,"Holy Rosary, Edmonds",Private School,770 Aloha St,Edmonds,WA,98020,SNOHOMISH,Edmonds School District,31015,K-8,No,,,,,,,,,,,,,,,,,
2011,8535,Holy Trinity Lutheran School,Private School,2021 S 260th St,Des Moines,WA,98198,KING,Federal Way School District,17210,K-8,No,,,,,,,,,,,,,,,,,
2011,1817,Home Based,Public School,601 S 8th St,Tacoma,WA,98401,PIERCE,Tacoma School District,27010,K-12,No,,,,,,,,,,,,,,,,,
2011,1926,Home Choice Academy,Public School,13501 NE 28th Street,Vancouver,WA,98682,CLARK,Evergreen School District (Clark),6114,K-12,Yes,222,41,18.5%,3,1.4%,38,17.1%,0,0.0%,37,37,36,36,35,35,33,20
2011,1849,Home Education Partnership,Public School,1200 M Avenue,Anacortes,WA,98221,SKAGIT,Anacortes School District,29103,K-12,No,,,,,,,,,,,,,,,,,
2011,1763,Home Link Alternative,Public School,P.O. Box 47,Chewelah,WA,99109,STEVENS,Chewelah School District,33036,K-12,Yes,54,26,48.1%,0,0.0%,26,48.1%,0,0.0%,22,22,18,18,18,18,20,10
2011,1694,Home Port Learning Center,Public School,1306 Dupont St,Bellingham,WA,98225,WHATCOM,Bellingham School District,37501,9-12,No,,,,,,,,,,,,,,,,,
2011,8088,Home Port Learning Center,Private School,707 Astor St,Bellingham,WA,98225,WHATCOM,Bellingham School District,37501,7-12,No,,,,,,,,,,,,,,,,,
2011,1784,Home Program,Public School,2607 Jones Avenue S,RENTON,WA,98055,KING,Renton School District,17403,K-12,Yes,297,6,2.0%,1,0.3%,5,1.7%,0,0.0%,2,2,2,4,4,4,2,6
2011,1845,Home School Experience,Public School,18 Twin Lakes Rd.,Winthrop,WA,98862,OKANOGAN,Methow Valley School District,24350,K-12,No,,,,,,,,,,,,,,,,,
2011,1751,Home School Resource Center,Public School,1330 N 90 St,SEATTLE,WA,98117,KING,Seattle Public Schools,17001,K-12,Yes,183,63,34.4%,2,1.1%,57,31.1%,4,2.2%,55,54,49,4,4,4,54,0
2011,5030,HomeConnection,Public School,,Joyce,WA,98343,CLALLAM,Crescent School District,5313,K-12,No,,,,,,,,,,,,,,,,,
2011,1758,Homeconnection,Public School,350 S. Oak Harbor St.,Oak Harbor,WA,98277,ISLAND,Oak Harbor School District,15201,K-12,Yes,250,93,37.2%,7,2.8%,82,32.8%,4,1.6%,57,73,61,65,65,65,70,20
2011,1753,Homelink,Public School,12309 22ND STREET NE,LAKE STEVENS,WA,98258,SNOHOMISH,Lake Stevens School District,31004,K-12,Yes,176,30,17.0%,3,1.7%,24,13.6%,3,1.7%,17,20,15,20,20,20,16,0
2011,1772,Homelink,Public School,1718 PLEASANT ST,WALLA WALLA,WA,99362,WALLA WALLA,Walla Walla Public Schools,36140,K-12,Yes,130,38,29.2%,0,0.0%,35,26.9%,3,2.3%,32,33,30,29,29,29,28,21
2011,1875,Homelink River,Public School,PO Box 200,Battle Ground,WA,98604,CLARK,Battle Ground School District,6119,K-12,No,,,,,,,,,,,,,,,,,
2011,1597,Homelink Schools,Public School,P0 Box 200,BATTLE GROUND,WA,98604,CLARK,Battle Ground School District,6119,K-12,No,,,,,,,,,,,,,,,,,
2011,5236,Homeschool Exploration Program,Public School,PO Box 40,Quilcene,WA,98376,JEFFERSON,Quilcene School District,16048,K-12,No,,,,,,,,,,,,,,,,,
2011,5035,HomeWorks,Public School,520 4th Street,Cheney,WA,99004,SPOKANE,Cheney School District,32360,K-12,Yes,92,34,37.0%,0,0.0%,34,37.0%,0,0.0%,19,27,24,27,27,27,24,16
2011,5229,HONEY DEW ELEMENTARY,Public School,800 Union Ave NE,Renton,WA,98058,KING,Renton School District,17403,K-K ,No,,,,,,,,,,,,,,,,,
2011,2310,Hood Canal Elem & Junior High,Public School,111 N. Hwy 106,Shelton,WA,98584,MASON,Hood Canal School District,23404,K-8,Yes,313,25,8.0%,0,0.0%,24,7.7%,1,0.3%,19,20,19,18,18,18,17,11
2011,2715,Hoover Elementary School,Public School,400 W Viola Ave,Yakima,WA,98902,YAKIMA,Yakima School District,39007,K-5,Yes,577,3,0.5%,1,0.2%,2,0.3%,0,0.0%,3,3,2,2,2,2,2,2
2011,8045,Hope Lutheran School,Private School,4456 42nd Ave SW,Seattle,WA,98116,KING,Seattle Public Schools,17001,K-8,No,,,,,,,,,,,,,,,,,
2011,3154,Hopkins Elementary,Public School,1313 Pacific,Aberdeen,WA,98520,GRAYS HARBOR,Aberdeen School District,14005,K-PK,No,,,,,,,,,,,,,,,,,
2011,3622,Hoquiam High School,Public School,501 W. Emerson,Hoquiam,WA,98550,GRAYS HARBOR,Hoquiam School District,14028,9-12,Yes,541,17,3.1%,1,0.2%,15,2.8%,1,0.2%,10,11,7,10,10,10,10,0
2011,5191,Hoquiam Homelink School,Public School,305 Simpson Ave,Hoquiam,WA,98550,GRAYS HARBOR,Hoquiam School District,14028,K-12,Yes,102,8,7.8%,0,0.0%,8,7.8%,0,0.0%,8,7,4,7,7,7,3,0
2011,2391,Hoquiam Middle School,Public School,200 Spencer,Hoquiam,WA,98550,GRAYS HARBOR,Hoquiam School District,14028,6-8,Yes,389,13,3.3%,1,0.3%,12,3.1%,0,0.0%,8,11,6,8,8,8,11,0
2011,4344,Horizon Elementary,Public School,222 W Casino Rd,Everett,WA,98204,SNOHOMISH,Mukilteo School District,31006,K-5,Yes,774,8,1.0%,0,0.0%,4,0.5%,4,0.5%,3,3,3,1,1,1,3,2
2011,4345,Horizon Elementary School,Public School,27641 144th Ave SE,Kent,WA,98042,KING,Kent School District,17415,K-6,Yes,499,36,7.2%,6,1.2%,29,5.8%,1,0.2%,22,21,23,23,23,23,21,19
2011,4185,Horizon Middle School,Public School,3915 S Pines Road,Spokane Valley,WA,99016,SPOKANE,Central Valley School District,32356,6-8,Yes,440,33,7.5%,2,0.5%,31,7.0%,0,0.0%,43,43,24,22,22,22,19,0
2011,4554,Horizon Middle School,Public School,P.O. Box 1769,Ferndale,WA,98248,WHATCOM,Ferndale School District,37502,7-8,Yes,392,25,6.4%,1,0.3%,21,5.4%,3,0.8%,18,19,15,16,16,16,18,0
2011,8865,Horizon School,Private School,1512 NW 195th St,Shoreline,WA,98177,KING,Shoreline School District,17412,K-1,No,,,,,,,,,,,,,,,,,
2011,4408,Horizons Elementary,Public School,4601 67th Ave SE,Lacey,WA,98513,THURSTON,North Thurston Public Schools,34003,K-6,Yes,654,23,3.5%,4,0.6%,16,2.4%,3,0.5%,14,14,17,15,15,15,9,16
2011,4429,Horse Heaven Hills Middle School,Public School,3500 SOUTH VANCOUVER STREET,KENNEWICK,WA,99337,BENTON,Kennewick School District,3017,6-8,Yes,910,39,4.3%,1,0.1%,33,3.6%,5,0.5%,23,26,20,23,23,23,21,0
2011,8449,Hosanna Christian School,Private School,4120 NE St Johns Rd,Vancouver,WA,98661,CLARK,Vancouver School District,6037,K-8,No,,,,,,,,,,,,,,,,,
2011,2610,Hough Elementary School,Public School,1900 DANIELS ST,VANCOUVER,WA,98660,CLARK,Vancouver School District,6037,K-5,Yes,247,29,11.7%,1,0.4%,24,9.7%,4,1.6%,22,22,25,23,23,23,20,18
2011,2906,Housel Middle School,Public School,2001 Highland Drive,Prosser,WA,99350,BENTON,Prosser School District,3116,6-8,Yes,686,11,1.6%,3,0.4%,6,0.9%,2,0.3%,9,9,8,9,9,9,7,8
2011,3081,Hudson's Bay High School,Public School,1601 E MCLOUGHLIN BLVD,VANCOUVER,WA,98663,CLARK,Vancouver School District,6037,9-12,Yes,1432,61,4.3%,1,0.1%,51,3.6%,9,0.6%,22,39,26,30,30,31,40,0
2011,3248,Hudtloff Middle School,Public School,7702 Phillips Road,Lakewood,WA,98498,PIERCE,Clover Park School District,27400,6-8,Yes,647,5,0.8%,0,0.0%,5,0.8%,0,0.0%,4,4,3,3,3,3,3,0
2011,2997,Hulan L Whitson Elem,Public School,PO BOX 1279,WHITE SALMON,WA,98672,KLICKITAT,White Salmon Valley School District,20405,K-4,Yes,475,41,8.6%,6,1.3%,35,7.4%,0,0.0%,20,18,21,23,23,23,15,31
2011,3243,Hunt,Public School,6501 S 10th St,Tacoma,WA,98465,PIERCE,Tacoma School District,27010,6-8,No,,,,,,,,,,,,,,,,,
2011,2916,Huntington Middle School,Public School,500 Redpath,Kelso,WA,98626,COWLITZ,Kelso School District,8458,6-8,Yes,568,14,2.5%,2,0.4%,10,1.8%,2,0.4%,9,11,9,11,12,12,8,0
2011,4277,Hutch School,Public School,527 MINOR AV N,SEATTLE,WA,98109,KING,Seattle Public Schools,17001,K-12,No,,,,,,,,,,,,,,,,,
2011,2258,Hutton Elementary,Public School,908 E 24Th Ave,Spokane,WA,99203,SPOKANE,Spokane School District,32081,K-6,Yes,502,51,10.2%,6,1.2%,42,8.4%,3,0.6%,16,16,17,16,16,16,30,20
